Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Dir2,Full_Address,Coords,LAT,LNG
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TEXACO 10 ENVIGADO,TEXACO,CALLE 33 SUR No 43-33,BIODIESEL EXTRA,9491,A,CALLE 33 SUR No 43-33,"CALLE 33 SUR No 43-33, Envigado, Colombia","(6.17389, -75.58664)",6.17389,-75.58664
2022,6,5,ANTIOQUIA,5266,ENVIGADO,SERVICENTRO ENVIGADO,MOBIL,Carrera 43 A No 30 Sur - 9,GASOLINA CORRIENTE OXIGENADA,9610,A,Carrera 43 A No 30 Sur - 9,"Carrera 43 A No 30 Sur - 9, Envigado, Colombia","(6.17691, -75.58536)",6.17691,-75.58536
2022,6,5,ANTIOQUIA,5266,ENVIGADO,SERVICENTRO ENVIGADO,MOBIL,Carrera 43 A No 30 Sur - 9,GASOLINA EXTRA OXIGENADA,18880,A,Carrera 43 A No 30 Sur - 9,"Carrera 43 A No 30 Sur - 9, Envigado, Colombia","(6.17691, -75.58536)",6.17691,-75.58536
2022,6,5,ANTIOQUIA,5266,ENVIGADO,SERVICENTRO ENVIGADO,MOBIL,Carrera 43 A No 30 Sur - 9,BIODIESEL EXTRA,9510,A,Carrera 43 A No 30 Sur - 9,"Carrera 43 A No 30 Sur - 9, Envigado, Colombia","(6.17691, -75.58536)",6.17691,-75.58536
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIOS TEXACO  AUTOGAS LAS VEGAS,TEXACO,CARRERA 48 No. 30 SUR-48,BIODIESEL EXTRA,9550,A,CARRERA 48 No. 30 SUR-48,"CARRERA 48 No. 30 SUR-48, Envigado, Colombia","(6.17905, -75.58832)",6.17905,-75.58832
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIOS TEXACO  AUTOGAS LAS VEGAS,TEXACO,CARRERA 48 No. 30 SUR-48,GASOLINA CORRIENTE OXIGENADA,9490,A,CARRERA 48 No. 30 SUR-48,"CARRERA 48 No. 30 SUR-48, Envigado, Colombia","(6.17905, -75.58832)",6.17905,-75.58832
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIOS TEXACO  AUTOGAS LAS VEGAS,TEXACO,CARRERA 48 No. 30 SUR-48,GASOLINA EXTRA OXIGENADA,17960,A,CARRERA 48 No. 30 SUR-48,"CARRERA 48 No. 30 SUR-48, Envigado, Colombia","(6.17905, -75.58832)",6.17905,-75.58832
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO EL ESCOBERO,TERPEL,Calle 37 sur No. 28 C-30,GASOLINA CORRIENTE OXIGENADA,9610,A,Calle 37 sur No. 28 C-30,"Calle 37 sur No. 28 C-30, Envigado, Colombia","(6.16592, -75.57901)",6.16592,-75.57901
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO EL ESCOBERO,TERPEL,Calle 37 sur No. 28 C-30,BIODIESEL EXTRA,9590,A,Calle 37 sur No. 28 C-30,"Calle 37 sur No. 28 C-30, Envigado, Colombia","(6.16592, -75.57901)",6.16592,-75.57901
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO EL ESCOBERO,TERPEL,Calle 37 sur No. 28 C-30,GASOLINA EXTRA OXIGENADA,18990,A,Calle 37 sur No. 28 C-30,"Calle 37 sur No. 28 C-30, Envigado, Colombia","(6.16592, -75.57901)",6.16592,-75.57901
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TERPEL LA INTERMEDIA,TERPEL,CARRERA 26D No. 28 SUR-80,GASOLINA CORRIENTE OXIGENADA,9340,A,CARRERA 26D No. 28 SUR-80,"CARRERA 26D No. 28 SUR-80, Envigado, Colombia","(6.16975, -75.56845)",6.16975,-75.56845
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TERPEL LA INTERMEDIA,TERPEL,CARRERA 26D No. 28 SUR-80,BIODIESEL EXTRA,9540,A,CARRERA 26D No. 28 SUR-80,"CARRERA 26D No. 28 SUR-80, Envigado, Colombia","(6.16975, -75.56845)",6.16975,-75.56845
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TERPEL LA INTERMEDIA,TERPEL,CARRERA 26D No. 28 SUR-80,GASOLINA EXTRA OXIGENADA,18020,A,CARRERA 26D No. 28 SUR-80,"CARRERA 26D No. 28 SUR-80, Envigado, Colombia","(6.16975, -75.56845)",6.16975,-75.56845
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS OTRAPARTE - ESTACIÃ“N DE SERVICIO OTRA PARTE,ZEUSS,TRANSVERSAL 27A SUR No. 42B-80,GASOLINA CORRIENTE OXIGENADA,9550,A,TRANSVERSAL 27A SUR No. 42B-80,"TRANSVERSAL 27A SUR No. 42B-80, Envigado, Colombia","(6.17412, -75.57698)",6.17412,-75.57698
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS OTRAPARTE - ESTACIÃ“N DE SERVICIO OTRA PARTE,ZEUSS,TRANSVERSAL 27A SUR No. 42B-80,GASOLINA EXTRA OXIGENADA,18240,A,TRANSVERSAL 27A SUR No. 42B-80,"TRANSVERSAL 27A SUR No. 42B-80, Envigado, Colombia","(6.17412, -75.57698)",6.17412,-75.57698
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS OTRAPARTE - ESTACIÃ“N DE SERVICIO OTRA PARTE,ZEUSS,TRANSVERSAL 27A SUR No. 42B-80,BIODIESEL EXTRA,9520,A,TRANSVERSAL 27A SUR No. 42B-80,"TRANSVERSAL 27A SUR No. 42B-80, Envigado, Colombia","(6.17412, -75.57698)",6.17412,-75.57698
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO LA 43 - ENVIGADO,BIOMAX,CARRERA 43A No. 46 SUR-20,GASOLINA CORRIENTE OXIGENADA,9479,A,CARRERA 43A No. 46 SUR-20,"CARRERA 43A No. 46 SUR-20, Envigado, Colombia","(6.16382, -75.59605)",6.16382,-75.59605
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO LA 43 - ENVIGADO,BIOMAX,CARRERA 43A No. 46 SUR-20,BIODIESEL EXTRA,9399,A,CARRERA 43A No. 46 SUR-20,"CARRERA 43A No. 46 SUR-20, Envigado, Colombia","(6.16382, -75.59605)",6.16382,-75.59605
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO LA 43 - ENVIGADO,BIOMAX,CARRERA 43A No. 46 SUR-20,GASOLINA EXTRA OXIGENADA,17499,A,CARRERA 43A No. 46 SUR-20,"CARRERA 43A No. 46 SUR-20, Envigado, Colombia","(6.16382, -75.59605)",6.16382,-75.59605
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO TERPEL ITAGUI,TERPEL,Calle 45 No.50-28,BIODIESEL EXTRA,9040,A,Calle 45 No.50-28,"Calle 45 No.50-28, Itagui, Colombia","(6.17041, -75.61309)",6.17041,-75.61309
2022,6,5,ANTIOQUIA,5360,ITAGUI,ZEUSS DOÃ‘A MARIA,ZEUSS,CARRERA 52 No. 63-04,GASOLINA CORRIENTE OXIGENADA,9443,A,CARRERA 52 No. 63-04,"CARRERA 52 No. 63-04, Itagui, Colombia","(6.17904, -75.60157)",6.17904,-75.60157
2022,6,5,ANTIOQUIA,5360,ITAGUI,ZEUSS DOÃ‘A MARIA,ZEUSS,CARRERA 52 No. 63-04,GASOLINA EXTRA OXIGENADA,19110,A,CARRERA 52 No. 63-04,"CARRERA 52 No. 63-04, Itagui, Colombia","(6.17904, -75.60157)",6.17904,-75.60157
2022,6,5,ANTIOQUIA,5360,ITAGUI,ZEUSS DOÃ‘A MARIA,ZEUSS,CARRERA 52 No. 63-04,BIODIESEL EXTRA,9568,A,CARRERA 52 No. 63-04,"CARRERA 52 No. 63-04, Itagui, Colombia","(6.17904, -75.60157)",6.17904,-75.60157
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION TEXACO #3,TEXACO,CARRERA 42 No. 73A-29,GASOLINA CORRIENTE OXIGENADA,9120,A,CARRERA 42 No. 73A-29,"CARRERA 42 No. 73A-29, Itagui, Colombia","(6.18076, -75.59176)",6.18076,-75.59176
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION TEXACO #3,TEXACO,CARRERA 42 No. 73A-29,BIODIESEL EXTRA,8850,A,CARRERA 42 No. 73A-29,"CARRERA 42 No. 73A-29, Itagui, Colombia","(6.18076, -75.59176)",6.18076,-75.59176
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION TEXACO #3,TEXACO,CARRERA 42 No. 73A-29,GASOLINA EXTRA OXIGENADA,17850,A,CARRERA 42 No. 73A-29,"CARRERA 42 No. 73A-29, Itagui, Colombia","(6.18076, -75.59176)",6.18076,-75.59176
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO SERVICENTRO MAXIMO DEL SUR,TEXACO,Carrera 50a No 38  30,BIODIESEL EXTRA,9370,A,Carrera 50a No 38  30,"Carrera 50a No 38  30, Itagui, Colombia","(6.16839, -75.61844)",6.16839,-75.61844
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO SERVICENTRO MAXIMO DEL SUR,TEXACO,Carrera 50a No 38  30,GASOLINA EXTRA OXIGENADA,18370,A,Carrera 50a No 38  30,"Carrera 50a No 38  30, Itagui, Colombia","(6.16839, -75.61844)",6.16839,-75.61844
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO SERVICENTRO MAXIMO DEL SUR,TEXACO,Carrera 50a No 38  30,GASOLINA CORRIENTE OXIGENADA,9280,A,Carrera 50a No 38  30,"Carrera 50a No 38  30, Itagui, Colombia","(6.16839, -75.61844)",6.16839,-75.61844
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO ITAGUI CON CALLE 50,TERPEL,CALLE 50 No. 52-21,GASOLINA EXTRA OXIGENADA,17700,A,CALLE 50 No. 52-21,"CALLE 50 No. 52-21, Itagui, Colombia","(6.17356, -75.61058)",6.17356,-75.61058
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO ITAGUI CON CALLE 50,TERPEL,CALLE 50 No. 52-21,GASOLINA CORRIENTE OXIGENADA,8990,A,CALLE 50 No. 52-21,"CALLE 50 No. 52-21, Itagui, Colombia","(6.17356, -75.61058)",6.17356,-75.61058
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO ITAGUI CON CALLE 50,TERPEL,CALLE 50 No. 52-21,BIODIESEL EXTRA,9100,A,CALLE 50 No. 52-21,"CALLE 50 No. 52-21, Itagui, Colombia","(6.17356, -75.61058)",6.17356,-75.61058
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIOS LA SANTA MARIA,MOBIL,CARRERA 50A No. 38-49,BIODIESEL EXTRA,9350,A,CARRERA 50A No. 38-49,"CARRERA 50A No. 38-49, Itagui, Colombia","(6.16871, -75.61848)",6.16871,-75.61848
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIOS LA SANTA MARIA,MOBIL,CARRERA 50A No. 38-49,GASOLINA CORRIENTE OXIGENADA,9100,A,CARRERA 50A No. 38-49,"CARRERA 50A No. 38-49, Itagui, Colombia","(6.16871, -75.61848)",6.16871,-75.61848
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIOS LA SANTA MARIA,MOBIL,CARRERA 50A No. 38-49,GASOLINA EXTRA OXIGENADA,16000,A,CARRERA 50A No. 38-49,"CARRERA 50A No. 38-49, Itagui, Colombia","(6.16871, -75.61848)",6.16871,-75.61848
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO LA MONTAÃ‘A,TERPEL,CRA 42 N 72-81,BIODIESEL EXTRA,8900,A,CRA 42 N 72-81,"CRA 42 N 72-81, Itagui, Colombia","(6.17958, -75.59242)",6.17958,-75.59242
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO LA MONTAÃ‘A,TERPEL,CRA 42 N 72-81,GASOLINA CORRIENTE OXIGENADA,9070,A,CRA 42 N 72-81,"CRA 42 N 72-81, Itagui, Colombia","(6.17958, -75.59242)",6.17958,-75.59242
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO LA MONTAÃ‘A,TERPEL,CRA 42 N 72-81,GASOLINA EXTRA OXIGENADA,18310,A,CRA 42 N 72-81,"CRA 42 N 72-81, Itagui, Colombia","(6.17958, -75.59242)",6.17958,-75.59242
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO DISTRACOM EL CERRITO,MOBIL,Calle 50 No. 45-15,BIODIESEL EXTRA,9310,A,Calle 50 No. 45-15,"Calle 50 No. 45-15, Itagui, Colombia","(6.16883, -75.60846)",6.16883,-75.60846
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO DISTRACOM EL CERRITO,MOBIL,Calle 50 No. 45-15,GASOLINA CORRIENTE OXIGENADA,8990,A,Calle 50 No. 45-15,"Calle 50 No. 45-15, Itagui, Colombia","(6.16883, -75.60846)",6.16883,-75.60846
2022,6,5,ANTIOQUIA,5360,ITAGUI,AUTOGAS DE COLOMBIA BREASCOL S.A. EDS TERPEL CENTRAL MAYORISTA,TERPEL,Calle 84 A No. 46A-30,BIODIESEL EXTRA,9360,A,Calle 84 A No. 46A-30,"Calle 84 A No. 46A-30, Itagui, Colombia","(6.19245, -75.59384)",6.19245,-75.59384
2022,6,5,ANTIOQUIA,5360,ITAGUI,AUTOGAS DE COLOMBIA BREASCOL S.A. EDS TERPEL CENTRAL MAYORISTA,TERPEL,Calle 84 A No. 46A-30,GASOLINA CORRIENTE OXIGENADA,9390,A,Calle 84 A No. 46A-30,"Calle 84 A No. 46A-30, Itagui, Colombia","(6.19245, -75.59384)",6.19245,-75.59384
2022,6,5,ANTIOQUIA,5360,ITAGUI,EDS  TERPEL LA CEIBA,TERPEL,CALLE 31 No. 50A-32,GASOLINA CORRIENTE OXIGENADA,9050,A,CALLE 31 No. 50A-32,"CALLE 31 No. 50A-32, Itagui, Colombia","(6.16358, -75.62275)",6.16358,-75.62275
2022,6,5,ANTIOQUIA,5360,ITAGUI,EDS  TERPEL LA CEIBA,TERPEL,CALLE 31 No. 50A-32,BIODIESEL EXTRA,9040,A,CALLE 31 No. 50A-32,"CALLE 31 No. 50A-32, Itagui, Colombia","(6.16358, -75.62275)",6.16358,-75.62275
2022,6,5,ANTIOQUIA,5360,ITAGUI,EDS  TERPEL LA CEIBA,TERPEL,CALLE 31 No. 50A-32,GASOLINA EXTRA OXIGENADA,17560,A,CALLE 31 No. 50A-32,"CALLE 31 No. 50A-32, Itagui, Colombia","(6.16358, -75.62275)",6.16358,-75.62275
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO TERPEL ITAGUI,TERPEL,Calle 45 No.50-28,GASOLINA EXTRA OXIGENADA,17370,A,Calle 45 No.50-28,"Calle 45 No.50-28, Itagui, Colombia","(6.17041, -75.61309)",6.17041,-75.61309
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO TERPEL ITAGUI,TERPEL,Calle 45 No.50-28,GASOLINA CORRIENTE OXIGENADA,9050,A,Calle 45 No.50-28,"Calle 45 No.50-28, Itagui, Colombia","(6.17041, -75.61309)",6.17041,-75.61309
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO TEXACO DITAIRES,TEXACO,CALLE 36 No. 59-68,BIODIESEL EXTRA,9460,A,CALLE 36 No. 59-68,"CALLE 36 No. 59-68, Itagui, Colombia","(6.17104, -75.62726)",6.17104,-75.62726
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO TEXACO DITAIRES,TEXACO,CALLE 36 No. 59-68,GASOLINA EXTRA OXIGENADA,17990,A,CALLE 36 No. 59-68,"CALLE 36 No. 59-68, Itagui, Colombia","(6.17104, -75.62726)",6.17104,-75.62726
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO TEXACO DITAIRES,TEXACO,CALLE 36 No. 59-68,GASOLINA CORRIENTE OXIGENADA,9480,A,CALLE 36 No. 59-68,"CALLE 36 No. 59-68, Itagui, Colombia","(6.17104, -75.62726)",6.17104,-75.62726
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL ITAGUI,TEXACO,CARRERA 52D No. 74-79,BIODIESEL EXTRA,9615,A,CARRERA 52D No. 74-79,"CARRERA 52D No. 74-79, Itagui, Colombia","(6.18661, -75.59833)",6.18661,-75.59833
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL ITAGUI,TEXACO,CARRERA 52D No. 74-79,GASOLINA CORRIENTE OXIGENADA,9457,A,CARRERA 52D No. 74-79,"CARRERA 52D No. 74-79, Itagui, Colombia","(6.18661, -75.59833)",6.18661,-75.59833
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL ITAGUI,TEXACO,CARRERA 52D No. 74-79,GASOLINA EXTRA OXIGENADA,17110,A,CARRERA 52D No. 74-79,"CARRERA 52D No. 74-79, Itagui, Colombia","(6.18661, -75.59833)",6.18661,-75.59833
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO DISTRACOM SURAMERICA,TEXACO,CARRERA 42 No. 24-345 AUTOPISTA SUR,BIODIESEL EXTRA,9230,A,CARRERA 42 No. 24-345 AUTOPISTA SUR,"CARRERA 42 No. 24-345 AUTOPISTA SUR, Itagui, Colombia","(6.1625, -75.61458)",6.1625,-75.61458
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO DISTRACOM SURAMERICA,TEXACO,CARRERA 42 No. 24-345 AUTOPISTA SUR,GASOLINA EXTRA OXIGENADA,17890,A,CARRERA 42 No. 24-345 AUTOPISTA SUR,"CARRERA 42 No. 24-345 AUTOPISTA SUR, Itagui, Colombia","(6.1625, -75.61458)",6.1625,-75.61458
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO DISTRACOM SURAMERICA,TEXACO,CARRERA 42 No. 24-345 AUTOPISTA SUR,GASOLINA CORRIENTE OXIGENADA,9270,A,CARRERA 42 No. 24-345 AUTOPISTA SUR,"CARRERA 42 No. 24-345 AUTOPISTA SUR, Itagui, Colombia","(6.1625, -75.61458)",6.1625,-75.61458
2022,6,5,ANTIOQUIA,5360,ITAGUI,EDS ALPUJARRA 87,BIOMAX,CARRERA 42 No. 24-96 INTERIOR 180,BIODIESEL EXTRA,8872,A,CARRERA 42 No. 24-96 INTERIOR 180,"CARRERA 42 No. 24-96 INTERIOR 180, Itagui, Colombia","(6.15543, -75.62413)",6.15543,-75.62413
2022,6,5,ANTIOQUIA,5360,ITAGUI,EDS ALPUJARRA 87,BIOMAX,CARRERA 42 No. 24-96 INTERIOR 180,GASOLINA CORRIENTE OXIGENADA,8990,A,CARRERA 42 No. 24-96 INTERIOR 180,"CARRERA 42 No. 24-96 INTERIOR 180, Itagui, Colombia","(6.15543, -75.62413)",6.15543,-75.62413
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIOS TEXACO FLA,TEXACO,CARRERA 50C No. 12 SUR - 4,GASOLINA EXTRA OXIGENADA,18720,A,CARRERA 50C No. 12 SUR - 4,"CARRERA 50C No. 12 SUR - 4, Itagui, Colombia","(6.16033, -75.62452)",6.16033,-75.62452
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIOS TEXACO FLA,TEXACO,CARRERA 50C No. 12 SUR - 4,GASOLINA CORRIENTE OXIGENADA,9390,A,CARRERA 50C No. 12 SUR - 4,"CARRERA 50C No. 12 SUR - 4, Itagui, Colombia","(6.16033, -75.62452)",6.16033,-75.62452
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIOS TEXACO FLA,TEXACO,CARRERA 50C No. 12 SUR - 4,BIODIESEL EXTRA,9460,A,CARRERA 50C No. 12 SUR - 4,"CARRERA 50C No. 12 SUR - 4, Itagui, Colombia","(6.16033, -75.62452)",6.16033,-75.62452
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO TEXACO COLTEJER,TEXACO,CARRERA 52 No. 60-110,BIODIESEL EXTRA,9490,A,CARRERA 52 No. 60-110,"CARRERA 52 No. 60-110, Itagui, Colombia","(6.16359, -75.62819)",6.16359,-75.62819
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO TEXACO COLTEJER,TEXACO,CARRERA 52 No. 60-110,GASOLINA CORRIENTE OXIGENADA,9550,A,CARRERA 52 No. 60-110,"CARRERA 52 No. 60-110, Itagui, Colombia","(6.16359, -75.62819)",6.16359,-75.62819
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO TEXACO COLTEJER,TEXACO,CARRERA 52 No. 60-110,GASOLINA EXTRA OXIGENADA,17600,A,CARRERA 52 No. 60-110,"CARRERA 52 No. 60-110, Itagui, Colombia","(6.16359, -75.62819)",6.16359,-75.62819
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO DISTRACOM LOS NARANJOS,TEXACO,CARRERA 42 No. 54A-35,BIODIESEL EXTRA,9450,A,CARRERA 42 No. 54A-35,"CARRERA 42 No. 54A-35, Itagui, Colombia","(6.17054, -75.60353)",6.17054,-75.60353
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO DISTRACOM LOS NARANJOS,TEXACO,CARRERA 42 No. 54A-35,GASOLINA EXTRA OXIGENADA,17130,A,CARRERA 42 No. 54A-35,"CARRERA 42 No. 54A-35, Itagui, Colombia","(6.17054, -75.60353)",6.17054,-75.60353
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO DISTRACOM LOS NARANJOS,TEXACO,CARRERA 42 No. 54A-35,GASOLINA CORRIENTE OXIGENADA,9160,A,CARRERA 42 No. 54A-35,"CARRERA 42 No. 54A-35, Itagui, Colombia","(6.17054, -75.60353)",6.17054,-75.60353
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIOS DISTRACOM LA INDEPENDENCIA,MOBIL,CALLE 37B No.43-31,GASOLINA CORRIENTE OXIGENADA,9240,A,CALLE 37B No.43-31,"CALLE 37B No.43-31, Itagui, Colombia","(6.1665, -75.61792)",6.1665,-75.61792
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIOS DISTRACOM LA INDEPENDENCIA,MOBIL,CALLE 37B No.43-31,BIODIESEL EXTRA,9090,A,CALLE 37B No.43-31,"CALLE 37B No.43-31, Itagui, Colombia","(6.1665, -75.61792)",6.1665,-75.61792
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIOS DISTRACOM LA INDEPENDENCIA,MOBIL,CALLE 37B No.43-31,GASOLINA EXTRA OXIGENADA,17980,A,CALLE 37B No.43-31,"CALLE 37B No.43-31, Itagui, Colombia","(6.1665, -75.61792)",6.1665,-75.61792
2022,6,5,ANTIOQUIA,5360,ITAGUI,EDS TERPEL SAN FRANCISCO,TERPEL,CRA 64 No. 29 - 141 LOCAL,BIODIESEL EXTRA,9290,A,CRA 64 No. 29 - 141 LOCAL,"CRA 64 No. 29 - 141 LOCAL, Itagui, Colombia","(6.17021, -75.63715)",6.17021,-75.63715
2022,6,5,ANTIOQUIA,5360,ITAGUI,EDS TERPEL SAN FRANCISCO,TERPEL,CRA 64 No. 29 - 141 LOCAL,GASOLINA CORRIENTE OXIGENADA,9290,A,CRA 64 No. 29 - 141 LOCAL,"CRA 64 No. 29 - 141 LOCAL, Itagui, Colombia","(6.17021, -75.63715)",6.17021,-75.63715
2022,6,5,ANTIOQUIA,5360,ITAGUI,EDS TERPEL SAN FRANCISCO,TERPEL,CRA 64 No. 29 - 141 LOCAL,GASOLINA EXTRA OXIGENADA,17650,A,CRA 64 No. 29 - 141 LOCAL,"CRA 64 No. 29 - 141 LOCAL, Itagui, Colombia","(6.17021, -75.63715)",6.17021,-75.63715
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO MASSERVI,ZEUSS,CALLE 36 No. 66B-106,BIODIESEL EXTRA,9140,A,CALLE 36 No. 66B-106,"CALLE 36 No. 66B-106, Itagui, Colombia","(6.1737, -75.63192)",6.1737,-75.63192
2022,6,5,ANTIOQUIA,5360,ITAGUI,ESTACION DE SERVICIO MASSERVI,ZEUSS,CALLE 36 No. 66B-106,GASOLINA CORRIENTE OXIGENADA,9075,A,CALLE 36 No. 66B-106,"CALLE 36 No. 66B-106, Itagui, Colombia","(6.1737, -75.63192)",6.1737,-75.63192
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL JMC,TEXACO,K1 Glorieta Aeropuerto,GASOLINA EXTRA OXIGENADA,17530,A,K1 Glorieta Aeropuerto,"K1 Glorieta Aeropuerto, Rionegro, Colombia","(6.1922, -75.43377)",6.1922,-75.43377
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL JMC,TEXACO,K1 Glorieta Aeropuerto,GASOLINA CORRIENTE OXIGENADA,9690,A,K1 Glorieta Aeropuerto,"K1 Glorieta Aeropuerto, Rionegro, Colombia","(6.1922, -75.43377)",6.1922,-75.43377
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL JMC,TEXACO,K1 Glorieta Aeropuerto,BIODIESEL EXTRA,9740,A,K1 Glorieta Aeropuerto,"K1 Glorieta Aeropuerto, Rionegro, Colombia","(6.1922, -75.43377)",6.1922,-75.43377
2022,6,5,ANTIOQUIA,5615,RIONEGRO,SERVICENTRO ESSO LLANOGRANDE,MOBIL,K 8 VIA LLANOGRANDE RIONEGRO,GASOLINA EXTRA OXIGENADA,18970,A,K 8 VIA LLANOGRANDE RIONEGRO,"K 8 VIA LLANOGRANDE RIONEGRO, Rionegro, Colombia","(6.12423, -75.42255)",6.12423,-75.42255
2022,6,5,ANTIOQUIA,5615,RIONEGRO,SERVICENTRO ESSO LLANOGRANDE,MOBIL,K 8 VIA LLANOGRANDE RIONEGRO,BIODIESEL EXTRA,9620,A,K 8 VIA LLANOGRANDE RIONEGRO,"K 8 VIA LLANOGRANDE RIONEGRO, Rionegro, Colombia","(6.12423, -75.42255)",6.12423,-75.42255
2022,6,5,ANTIOQUIA,5615,RIONEGRO,SERVICENTRO ESSO LLANOGRANDE,MOBIL,K 8 VIA LLANOGRANDE RIONEGRO,GASOLINA CORRIENTE OXIGENADA,9860,A,K 8 VIA LLANOGRANDE RIONEGRO,"K 8 VIA LLANOGRANDE RIONEGRO, Rionegro, Colombia","(6.12423, -75.42255)",6.12423,-75.42255
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO INVERSIONES TUCAN ORIENTE,TERPEL,CALLE 38 NO 55 A-85,BIODIESEL EXTRA,9455,A,CALLE 38 NO 55 A-85,"CALLE 38 NO 55 A-85, Rionegro, Colombia","(6.14073, -75.37909)",6.14073,-75.37909
